Product Name,Image URL,Product URL,price,Ratings,No: of Responses,country,remark
Passion Fil - Cartonnage & Broderie,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UL320_.gif,https://www.amazon.in//Diverti-Editions-Dept-Arts-Passion/dp/B00L1PHK88/ref=sr_1_63?keywords=file&qid=1562435108&s=gateway&sr=8-63,46.,No ratings Provided,No responses available,United States,
"Officemate Hanging File Frame, Letter Size, Adjustable 14 to 18-Inches, 2 Pack (91990)",https://m.media-amazon.com/images/I/81fQ6VQ1NiL._AC_UL320_.jpg,https://www.amazon.in//Officemate-Hanging-Adjustable-18-Inches-91990/dp/B0052L7GCC/ref=sr_1_64?keywords=file&qid=1562435108&s=gateway&sr=8-64,14.,4.1 out of 5 stars,546,United States,
"16 piece Carbon-Steel File Set | Great for Woodworking & Metalworking, Whittling | Professional hobby project DIY metal file tool",https://m.media-amazon.com/images/I/81srjyDJscL._AC_UL320_.jpg,https://www.amazon.in//Carbon-Steel-Woodworking-Metalworking-Whittling-Professional/dp/B07P6T1XGR/ref=sr_1_66?keywords=file&qid=1562435108&s=gateway&sr=8-66,29.,5.0 out of 5 stars,4,United States,
"Fatmingo 7"" Premium-grade Diamond Needle Files Set Grit120,Black Nickel Diamond Coated Variety Shapes Jewelers Files Kit for Metal/Ceramic/Jewelry/Glass filing",https://m.media-amazon.com/images/I/71InKWACgfL._AC_UL320_.jpg,https://www.amazon.in//Fatmingo-Premium-grade-Diamond-Grit120-Jewelers/dp/B06XS7WGRV/ref=sr_1_68?keywords=file&qid=1562435108&s=gateway&sr=8-68,18.,4.7 out of 5 stars,28,United States,
"Osborn International 75116SP Steel File Card, 3-3/4"" Brush Area Length",https://m.media-amazon.com/images/I/71vAYm64pYL._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/industrial/256181011/ref=sr_bs_24_256181011_1,7.,4.8 out of 5 stars,173,United States,
"Accordian File Organizer,24 Pockets Expanding File Folder with Expandable Cover,Standing Document Organizer,Rainbow Filing Box,Desktop Plastic Folder Organizer with 2 Pack Labels(A4/Letter Size)",https://m.media-amazon.com/images/I/615QUTedXgL._AC_UL320_.jpg,https://www.amazon.in//Accordian-Organizer-Expanding-Expandable-Standing/dp/B07K6F9QWC/ref=sr_1_74?keywords=file&qid=1562435108&s=gateway&sr=8-74,15.,4.5 out of 5 stars,30,United States,
"File Set for Shaping Metal, Wood, and Tools, Includes Small Needle Files, Steel Round Rasp, Half Round, and Flat for Superior Tool Finishing, High Carbon Steel with Comfortable Non Slip Grip",https://m.media-amazon.com/images/I/91eCt5e9PQL._AC_UL320_.jpg,https://www.amazon.in//Shaping-Needle-Superior-Finishing-Comfortable/dp/B079NC69HJ/ref=sr_1_75?keywords=file&qid=1562435108&s=gateway&sr=8-75,28.,4.5 out of 5 stars,13,United States,
"Lorell 14341 18 Deep 2-Drawer File Cabinet, Black",https://m.media-amazon.com/images/I/71A0dyU4fbL._AC_UL320_.jpg,https://www.amazon.in//Lorell-14341-2-Drawer-Cabinet-Black/dp/B0033J6V3A/ref=sr_1_77?keywords=file&qid=1562435108&s=gateway&sr=8-77,69.,3.9 out of 5 stars,632,United States,
"Nicholson 03764N Flat Bastard File, 12""",https://m.media-amazon.com/images/I/21kFQIbRJFL._AC_UL320_.jpg,https://www.amazon.in//Nicholson-03764N-Flat-Bastard-File/dp/B004F7LFU8/ref=sr_1_78?keywords=file&qid=1562435108&s=gateway&sr=8-78,17.,5.0 out of 5 stars,11,United States,
"Nicholson 03764N Flat Bastard File, 12""",https://m.media-amazon.com/images/I/21kFQIbRJFL._AC_UL320_.jpg,https://www.amazon.in//Nicholson-03764N-Flat-Bastard-File/dp/B004F7LFU8/ref=sr_1_78?keywords=file&qid=1562435108&s=gateway&sr=8-78,22.,5.0 out of 5 stars,11,United States,
"Fatmingo 8 inch High Carbon Steel Metal File Set Rubber Handles Flat Round Half Round Square Triangular Rasp Files for Metal, Woodwork, a Storage Pouch and a Cleaning Brush",https://m.media-amazon.com/images/I/71T8gz5GUiL._AC_UL320_.jpg,https://www.amazon.in//Fatmingo-Handles-Triangular-Woodwork-Cleaning/dp/B07GV73MHL/ref=sr_1_79?keywords=file&qid=1562435108&s=gateway&sr=8-79,26.,5.0 out of 5 stars,4,United States,
"Bextsware 5-Tier Mesh Desktop Organizer File Folder with Sorters Basket, Document Letter Tray Holder Desk Accessories Organization Supplies for Office or Home, Black",https://m.media-amazon.com/images/I/81cVqnEGUnL._AC_UL320_.jpg,https://www.amazon.in//Bextsware-Organizer-Document-Accessories-Organization/dp/B07RJRR6VS/ref=sr_1_81?keywords=file&qid=1562435108&s=gateway&sr=8-81,25.,5.0 out of 5 stars,28,United States,
Beautiful File Organizer Box Set of 2 - Collapsible Linen Filing Boxes for Easy File Folder Storage,https://m.media-amazon.com/images/I/91Tw26Ez7GL._AC_UL320_.jpg,https://www.amazon.in//Beautiful-File-Organizer-Box-Set/dp/B07N5XJHCH/ref=sr_1_84?keywords=file&qid=1562435108&s=gateway&sr=8-84,34.,4.4 out of 5 stars,38,United States,
ARES 70057 | 12-Piece Interchangeable File Set | High Strength Carbon Steel Files | Convenient Storage Pouch Included,https://m.media-amazon.com/images/I/81KN+mPOsYL._AC_UL320_.jpg,https://www.amazon.in//ARES-70057-12-Piece-Interchangeable-Convenient/dp/B071S1PXVX/ref=sr_1_85?keywords=file&qid=1562435108&s=gateway&sr=8-85,34.,4.7 out of 5 stars,30,United States,
"Mont Bleu Premium Set of 3 Crystal Nail Files in Velvet Pouch, Rainbow Colors, Genuine Czech Tempered Glass - Lifetime Guaranty - Handmade in Czech Republic - Best Glass Nail Files for natural nails",https://m.media-amazon.com/images/I/71tfYZmjXkL._AC_UL320_.jpg,https://www.amazon.in//Mont-Bleu-Tempered-Lifetime-Guaranty/dp/B01N9B27XA/ref=sr_1_86?keywords=file&qid=1562435108&s=gateway&sr=8-86,8.,4.8 out of 5 stars,"1,498",United States,
"Smead Poly Expanding File Folder, 12 Pockets, 12 Customizable Tiered Tabs, Flap and Cord Closure, Letter Size, Wave Pattern Blue/Black (70863)",https://m.media-amazon.com/images/I/61RNfdqbW5L._AC_UL320_.jpg,https://www.amazon.in//Smead-Expanding-Pockets-Closure-70863/dp/B0002LCUZK/ref=sr_1_87?keywords=file&qid=1562435108&s=gateway&sr=8-87,7.,4.3 out of 5 stars,"1,029",United States,
"Smead Poly Expanding File Folder, 12 Pockets, 12 Customizable Tiered Tabs, Flap and Cord Closure, Letter Size, Wave Pattern Blue/Black (70863)",https://m.media-amazon.com/images/I/61RNfdqbW5L._AC_UL320_.jpg,https://www.amazon.in//Smead-Expanding-Pockets-Closure-70863/dp/B0002LCUZK/ref=sr_1_87?keywords=file&qid=1562435108&s=gateway&sr=8-87,10.,4.3 out of 5 stars,"1,029",United States,
AIPRODA 6-Piece 6'' Needle File Set(Carbon Steel),https://m.media-amazon.com/images/I/612tx9ujyjL._AC_UL320_.jpg,https://www.amazon.in//AIPRODA-6-Piece-Needle-Carbon-Steel/dp/B07RR8L3Q5/ref=sr_1_88?keywords=file&qid=1562435108&s=gateway&sr=8-88,6.,No ratings Provided,No responses available,United States,
TSUBOSAN Japan-Hardness Tester Checker File HRC40-HRC65 Set of 6,https://m.media-amazon.com/images/I/81z+dP2RMvL._AC_UL320_.jpg,https://www.amazon.in//TSUBOSAN-Japan-Hardness-Tester-Checker-HRC40-HRC65/dp/B000TGHFLC/ref=sr_1_91?keywords=file&qid=1562435108&s=gateway&sr=8-91,77.,3.1 out of 5 stars,2,United States,
Injectable Fillers: Facial Shaping and Contouring,https://m.media-amazon.com/images/I/41bAMpabRYL._AC_UL320_.jpg,https://www.amazon.in//Injectable-Fillers-Facial-Shaping-Contouring/dp/1119046947/ref=sr_1_92?keywords=file&qid=1562435108&s=gateway&sr=8-92,99.,5.0 out of 5 stars,1,United States,
Injectable Fillers: Facial Shaping and Contouring,https://m.media-amazon.com/images/I/41bAMpabRYL._AC_UL320_.jpg,https://www.amazon.in//Injectable-Fillers-Facial-Shaping-Contouring/dp/1119046947/ref=sr_1_92?keywords=file&qid=1562435108&s=gateway&sr=8-92,130.,5.0 out of 5 stars,1,United States,
Nail File 10 PCS Professional Double Sided 100/180 Grit Nail Files Emery Board Black Manicure Pedicure Tool and Nail Buffering Files,https://m.media-amazon.com/images/I/71CdRmemGPL._AC_UL320_.jpg,https://www.amazon.in//Professional-Double-Manicure-Pedicure-Buffering/dp/B07MV5772J/ref=sr_1_93?keywords=file&qid=1562435108&s=gateway&sr=8-93,3.,3.7 out of 5 stars,14,United States,
"Ameriwood Home Core 2 Drawer File Cabinet, Espresso",https://m.media-amazon.com/images/I/71-1DXSWwML._AC_UL320_.jpg,https://www.amazon.in//Ameriwood-Home-Drawer-Cabinet-Espresso/dp/B00R5WKZRE/ref=sr_1_94?keywords=file&qid=1562435108&s=gateway&sr=8-94,44.,2.8 out of 5 stars,777,United States,
"Ameriwood Home Core 2 Drawer File Cabinet, Espresso",https://m.media-amazon.com/images/I/71-1DXSWwML._AC_UL320_.jpg,https://www.amazon.in//Ameriwood-Home-Drawer-Cabinet-Espresso/dp/B00R5WKZRE/ref=sr_1_94?keywords=file&qid=1562435108&s=gateway&sr=8-94,86.,2.8 out of 5 stars,777,United States,
"Pendaflex Two-Tone Color File Folders, Letter Size, Assorted Colors, 1/3 Cut, 100 per box (152 1/3 ASST)",https://m.media-amazon.com/images/I/81GB+WSi8DL._AC_UL320_.jpg,https://www.amazon.in//Pendaflex-Two-Tone-Assorted-152-ASST/dp/B00006IEWL/ref=sr_1_95?keywords=file&qid=1562435108&s=gateway&sr=8-95,15.,4.6 out of 5 stars,531,United States,
"File Folder, 1/3 Cut Tab, Letter Size, Green, Great for organizing and Easy File Storage, 100 Per Box",https://m.media-amazon.com/images/I/91wK-5vKT6L._AC_UL320_.jpg,https://www.amazon.in//Folder-Letter-Green-organizing-Storage/dp/B071H45SLL/ref=sr_1_97?keywords=file&qid=1562435108&s=gateway&sr=8-97,17.,4.6 out of 5 stars,158,United States,
The Dresden Files: Season 1,https://m.media-amazon.com/images/I/51ECH0ivF5L._AC_UL320_.jpg,https://www.amazon.in//Dresden-Files-Season-1/dp/B000QUEQ4U/ref=sr_1_98?keywords=file&qid=1562435108&s=gateway&sr=8-98,11.,4.4 out of 5 stars,"1,815",United States,
Coastal Pet Products DCPW6112 Stainless Steel Safari Diamond Dog Nail File,https://m.media-amazon.com/images/I/71Fk80+mMYL._AC_UL320_.jpg,https://www.amazon.in//Coastal-Pet-Products-DCPW6112-Stainless/dp/B0083TSD0Y/ref=sr_1_99?keywords=file&qid=1562435108&s=gateway&sr=8-99,8.,4.3 out of 5 stars,240,United States,
"IRIS Desktop File Box, 6 Pack, Small, Clear",https://m.media-amazon.com/images/I/91OMIxfMOfL._AC_UL320_.jpg,https://www.amazon.in//IRIS-Desktop-File-Small-Clear/dp/B00FXRN5J8/ref=sr_1_101?keywords=file&qid=1562435108&s=gateway&sr=8-101,22.,4.5 out of 5 stars,412,United States,
"【CaserBay】3 Pairs, 3 Color Set, Shoe Filler, Improve Shoes Slightly Too Big, Prevents Foot Rushing Forward For High Heels Pumps【Shoe Filler, 3 Color Set】",https://m.media-amazon.com/images/I/71935sHUaHL._AC_UL320_.jpg,https://www.amazon.in//Improve-Slightly-Prevents-Rushing-Forward/dp/B07DBKSQKB/ref=sr_1_102?keywords=file&qid=1562435108&s=gateway&sr=8-102,12.,3.8 out of 5 stars,20,United States,
"Collapsible File Box with Lid [2-Pack] Decorative Documents Storage Organizer with Linen Filing, Home Office Bin, Letter Size Legal Size, Gray",https://m.media-amazon.com/images/I/819ts2ZlJDL._AC_UL320_.jpg,https://www.amazon.in//Collapsible-Decorative-Documents-Storage-Organizer/dp/B07RHH5GTN/ref=sr_1_104?keywords=file&qid=1562435108&s=gateway&sr=8-104,33.,5.0 out of 5 stars,5,United States,
"Nail Files and Buffer, TsMADDTs Professional Manicure Tools Kit Rectangular Art Care Buffer Block Tools 100/180 Grit 12Pcs/Pa",https://m.media-amazon.com/images/I/61x33dYSeUL._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/beauty/11063551/ref=sr_bs_4_11063551_1,6.,4.4 out of 5 stars,379,United States,
"Pendaflex Heavy Duty Expanding File with Extra-Thick Cover, Tyvek Reinforced Edges, 21 Pockets, A–Z Tabs, Elastic Cord Closure, Letter Size (R117ALHD)",https://m.media-amazon.com/images/I/51ig1YzBm7L._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/office-products/1069612/ref=sr_bs_5_1069612_1,9.,4.7 out of 5 stars,345,United States,
Paper Organizer Plastic File Folder | Accordion Folder Tabbed Paper Organizer Perfect File Folders with 5 Pockets Expanding Organizer Document File Filter by Lizz Express,https://m.media-amazon.com/images/I/617XDyLLVHL._AC_UL320_.jpg,https://www.amazon.in//Organizer-Accordion-Expanding-Lizz-Express/dp/B07JGB2L21/ref=sr_1_103?keywords=file&qid=1562435125&s=gateway&sr=8-103,9.,4.8 out of 5 stars,312,United States,
SE 734NF 6-Piece Needle File Set (140mm x 3mm Dia.),https://m.media-amazon.com/images/I/61Q1L-gED1L._AC_UL320_.jpg,https://www.amazon.in//SE-734NF-6-Piece-Needle-140mm/dp/B008PA1X8A/ref=sr_1_105?keywords=file&qid=1562435125&s=gateway&sr=8-105,5.,3.9 out of 5 stars,18,United States,
"Bankers Box STOR/FILE Storage Boxes, Standard Set-Up, Lift-Off Lid, Letter/Legal, 6 Pack (0071303)",https://m.media-amazon.com/images/I/81UfKzDaqZL._AC_UL320_.jpg,https://www.amazon.in//Bankers-Box-Storage-Lift-Off-0071303/dp/B074JK3XHC/ref=sr_1_106?keywords=file&qid=1562435125&s=gateway&sr=8-106,21.,4.5 out of 5 stars,110,United States,
EasyPAG Mesh Wall Mounted File Holder Organizer Literature Rack 6 Compartments Black,https://m.media-amazon.com/images/I/81BbjhLmIjL._AC_UL320_.jpg,https://www.amazon.in//EasyPAG-Mounted-Organizer-Literature-Compartments/dp/B01L12KL72/ref=sr_1_108?keywords=file&qid=1562435125&s=gateway&sr=8-108,19.,4.6 out of 5 stars,193,United States,
"Nicholson 05090N Half Round Bastard Cut, 12-Inch",https://m.media-amazon.com/images/I/61ZCKsxnaXL._AC_UL320_.jpg,https://www.amazon.in//Nicholson-05090N-Round-Bastard-12-Inch/dp/B001HWGEF0/ref=sr_1_109?keywords=file&qid=1562435125&s=gateway&sr=8-109,21.,4.4 out of 5 stars,8,United States,
"Blue Summit Supplies Hanging File Folders, 25 Reinforced Hang Folders, Designed for Home and Office Color Coded File Organization, Letter Size, Blue, 25 Pack",https://m.media-amazon.com/images/I/61wU+Z3SB6L._AC_UL320_.jpg,https://www.amazon.in//Blue-Summit-Supplies-Reinforced-Organization/dp/B07HFH2W1R/ref=sr_1_111?keywords=file&qid=1562435125&s=gateway&sr=8-111,15.,4.8 out of 5 stars,21,United States,
"3 Swords Germany - brand quality double sided (fine & coarse) SAPPHIRE POCKET NAIL FILE manicure pedicure grooming for professional finger & toe nail care by 3 Swords, Made in Solingen Germany (82501)",https://m.media-amazon.com/images/I/51voujo7SzL._AC_UL320_.jpg,https://www.amazon.in//Swords-Germany-SAPPHIRE-manicure-professional/dp/B007242LWC/ref=sr_1_112?keywords=file&qid=1562435125&s=gateway&sr=8-112,7.,4.4 out of 5 stars,304,United States,
File Manager - FireTv Edition,https://m.media-amazon.com/images/I/819yhDC7-oL._AC_UL320_.png,https://www.amazon.in//AppPlanet-File-Manager-FireTv-Edition/dp/B01FSG50VE/ref=sr_1_113?keywords=file&qid=1562435125&s=gateway&sr=8-113,0.,2.4 out of 5 stars,10,United States,
"Glass Nail File with Case, Professional Manicure Nail Care with Bona Fide Beauty Premium Czech Crystal Nail File, Fingernail Nail File for Natural Nails",https://m.media-amazon.com/images/I/71Fb3H+ncJL._AC_UL320_.jpg,https://www.amazon.in//Glass-Manicure-Fingernail-Natural-Nails/dp/B00TDDI6JM/ref=sr_1_114?keywords=file&qid=1562435125&s=gateway&sr=8-114,7.,4.7 out of 5 stars,"1,163",United States,
"Glass Nail File with Case, Professional Manicure Nail Care with Bona Fide Beauty Premium Czech Crystal Nail File, Fingernail Nail File for Natural Nails",https://m.media-amazon.com/images/I/71Fb3H+ncJL._AC_UL320_.jpg,https://www.amazon.in//Glass-Manicure-Fingernail-Natural-Nails/dp/B00TDDI6JM/ref=sr_1_114?keywords=file&qid=1562435125&s=gateway&sr=8-114,18.,4.7 out of 5 stars,"1,163",United States,
"Mercer Industries BCDFL12 Flat File Bastard Cut Individually Sleeved, 12-Inch",https://m.media-amazon.com/images/I/51mmBIlotvL._AC_UL320_.jpg,https://www.amazon.in//Mercer-Industries-BCDFL12-Bastard-Individually/dp/B01FHNF56I/ref=sr_1_115?keywords=file&qid=1562435125&s=gateway&sr=8-115,17.,4.5 out of 5 stars,10,United States,
"Laplink Software PCmover Ultimate 11 | Moves Your Applications, Files and Settings from an Old PC To a New PC. | Includes Ethernet Cable | 1 Use",https://m.media-amazon.com/images/I/81l5olL1BFL._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/software/229673/ref=sr_bs_19_229673_1,40.,3.0 out of 5 stars,293,United States,
"Laplink Software PCmover Ultimate 11 | Moves Your Applications, Files and Settings from an Old PC To a New PC. | Includes Ethernet Cable | 1 Use",https://m.media-amazon.com/images/I/81l5olL1BFL._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/software/229673/ref=sr_bs_19_229673_1,49.,3.0 out of 5 stars,293,United States,
"16 pcs Needle File Set, AFUNTA Hardened Alloy Strength Steel Mini Needle File Set for Shaping Diamond Metal Wood Plastic",https://m.media-amazon.com/images/I/61WXOf2KL1L._AC_UL320_.jpg,https://www.amazon.in//AFUNTA-Hardened-Strength-Shaping-Diamond/dp/B07CMY4P3L/ref=sr_1_121?keywords=file&qid=1562435125&s=gateway&sr=8-121,9.,4.1 out of 5 stars,23,United States,
Msa Profile C-W CD-Rom Files,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_UL320_.gif,https://www.amazon.in//Msa-Profile-C-W-CD-Rom-Files/dp/B00006KOO8/ref=sr_1_122?keywords=file&qid=1562435125&s=gateway&sr=8-122,445.,No ratings Provided,No responses available,United States,
"Lorell File Cabinet, Black",https://m.media-amazon.com/images/I/714bk-+1llL._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/office-products/1069166/ref=sr_bs_26_1069166_1,47.,3.7 out of 5 stars,674,United States,
"Lorell File Cabinet, Black",https://m.media-amazon.com/images/I/714bk-+1llL._AC_UL320_.jpg,https://www.amazon.in//gp/bestsellers/office-products/1069166/ref=sr_bs_26_1069166_1,60.,3.7 out of 5 stars,674,United States,
"Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Legal Size, Redrope, 25 per Box (74224)",https://m.media-amazon.com/images/I/615xRaEgjUL._AC_UL320_.jpg,https://www.amazon.in//Smead-Straight-Cut-Expansion-Redrope-74224/dp/B001L1RFTG/ref=sr_1_128?keywords=file&qid=1562435125&s=gateway&sr=8-128,25.,4.3 out of 5 stars,40,United States,
"Smead File Pocket, Straight-Cut Tab, 3-1/2"" Expansion, Legal Size, Redrope, 25 per Box (74224)",https://m.media-amazon.com/images/I/615xRaEgjUL._AC_UL320_.jpg,https://www.amazon.in//Smead-Straight-Cut-Expansion-Redrope-74224/dp/B001L1RFTG/ref=sr_1_128?keywords=file&qid=1562435125&s=gateway&sr=8-128,44.,4.3 out of 5 stars,40,United States,
SE 10-Piece Diamond Needle File Set with 150 Grit,https://m.media-amazon.com/images/I/81KvY1DPimL._AC_UL320_.jpg,https://www.amazon.in//SE-744DF-R-Diamond-Needle-Piece/dp/B0011565LG/ref=sr_1_129?keywords=file&qid=1562435125&s=gateway&sr=8-129,10.,4.1 out of 5 stars,68,United States,
The Rockford Files: Movie Collection - Volume 2,https://m.media-amazon.com/images/I/91D57vEZtqL._AC_UL320_.jpg,https://www.amazon.in//Rockford-Files-Movie-Collection/dp/B00UT57BFS/ref=sr_1_130?keywords=file&qid=1562435125&s=gateway&sr=8-130,18.,4.7 out of 5 stars,114,United States,
The Rockford Files: Movie Collection - Volume 2,https://m.media-amazon.com/images/I/91D57vEZtqL._AC_UL320_.jpg,https://www.amazon.in//Rockford-Files-Movie-Collection/dp/B00UT57BFS/ref=sr_1_130?keywords=file&qid=1562435125&s=gateway&sr=8-130,26.,4.7 out of 5 stars,114,United States,
"Pendaflex Essentials File Folders, Letter Size, 1/3 Cut, Manila, 250 per Box (752250)",https://m.media-amazon.com/images/I/61U7pyEG2DL._AC_UL320_.jpg,https://www.amazon.in//Pendaflex-Essentials-Folders-Letter-752250/dp/B00NI5LVAW/ref=sr_1_132?keywords=file&qid=1562435125&s=gateway&sr=8-132,20.,4.3 out of 5 stars,87,United States,
Mercer Industries BCDRT08 Rotary Mower File with Handle Individually Sleeved,https://m.media-amazon.com/images/I/516+beqaj0L._AC_UL320_.jpg,https://www.amazon.in//Mercer-Industries-BCDRT08-Individually-Sleeved/dp/B01FHNF4PU/ref=sr_1_135?keywords=file&qid=1562435125&s=gateway&sr=8-135,11.,3.8 out of 5 stars,8,United States,
"SimpleHouseware Expandable 5 Section Upright File Sorter Organizer, Black",https://m.media-amazon.com/images/I/A1JD2-zdkiL._AC_UL320_.jpg,https://www.amazon.in//SimpleHouseware-Expandable-Section-Upright-Organizer/dp/B078Z16F53/ref=sr_1_136?keywords=file&qid=1562435125&s=gateway&sr=8-136,12.,3.3 out of 5 stars,23,United States,
"Case Files Obstetrics and Gynecology, Fifth Edition",https://m.media-amazon.com/images/I/51mjwHax-7L._AC_UL320_.jpg,https://www.amazon.in//Case-Files-Obstetrics-Gynecology-Fifth/dp/007184872X/ref=sr_1_137?keywords=file&qid=1562435125&s=gateway&sr=8-137,37.,4.7 out of 5 stars,43,United States,
"Case Files Obstetrics and Gynecology, Fifth Edition",https://m.media-amazon.com/images/I/51mjwHax-7L._AC_UL320_.jpg,https://www.amazon.in//Case-Files-Obstetrics-Gynecology-Fifth/dp/007184872X/ref=sr_1_137?keywords=file&qid=1562435125&s=gateway&sr=8-137,39.,4.7 out of 5 stars,43,United States,
"Multicolored Expanding Files Folder (24 Pockets) - CrazyLynX Portable A4 Expandable Accordion File Organizer, High Capacity Plastic File Wallets Stand Bag with Colored Labels for Office/Business/Study",https://m.media-amazon.com/images/I/718StHhkQ3L._AC_UL320_.jpg,https://www.amazon.in//Multicolored-Expanding-Files-Folder-Pockets/dp/B077MF18RH/ref=sr_1_138?keywords=file&qid=1562435125&s=gateway&sr=8-138,11.,4.7 out of 5 stars,127,United States,
"Pendaflex Hanging File Folders, Letter Size, Assorted Colors, 1/5-Cut Adjustable Tabs, 25 Per Box (81663)",https://m.media-amazon.com/images/I/71EB8gPbtgL._AC_UL320_.jpg,https://www.amazon.in//Pendaflex-Recycled-Assorted-Foolproof-Adjustable/dp/B01MXC0YS5/ref=sr_1_139?keywords=file&qid=1562435125&s=gateway&sr=8-139,9.,4.2 out of 5 stars,582,United States,
"AmazonBasics File Folders Jacket, Reinforced Straight-Cut Tab, 2 Inch Expansion, Letter Size, Manila, 50-Pack - AMZ601",https://m.media-amazon.com/images/I/81DVkNe3c1L._AC_UL320_.jpg,https://www.amazon.in//AmazonBasics-Reinforced-Straight-Cut-Expansion-50-Pack/dp/B072WZQ8WD/ref=sr_1_141?keywords=file&qid=1562435125&s=gateway&sr=8-141,18.,4.6 out of 5 stars,144,United States,
